file_name,file_code,parameter,orig_variable_code,variable_code,Unit,type_variable,classes,range,valid_values,missing_values,missing_pop,del,metadati_fattori,metadati_normalizzazione,Unnamed: 14,Unnamed: 15,subj_tot,subj_multiple_visits
,PLASMA_ABETA_PROJECT_ADX_VUMC,,,Npositive,,<class 'numpy.int64'>,"1, 0","1.0, 0.0",130.0,0.0,pop not found,keep,,,,,121.0,9.0
,FNIH_PLASMA_PTAU_PROJECT,Cohort,PROT,COHORT,,<class 'str'>,"ADNI1, ADNI2, ADNIGO",None,130.0,0.0,"ADNI3, ADNI4",keep,,,,,121.0,9.0
,FNIH_PLASMA_PTAU_PROJECT,,RID,RID,,<class 'numpy.int64'>,None,"5263.0, 31.0",130.0,0.0,"ADNI3, ADNI4",keep,,,,,121.0,9.0
,FNIH_PLASMA_PTAU_PROJECT,,VISCODE2,VISCODE,,<class 'str'>,"m120, m48, m60, m72, m126",None,130.0,0.0,"ADNI3, ADNI4",keep,,,,,121.0,9.0
,FNIH_PLASMA_PTAU_PROJECT,,EXAMDATE,EXAMDATE,,<class 'str'>,"2016-01-27, 2016-01-19, 2016-02-04, 2016-03-16, 2016-03-03",None,130.0,0.0,"ADNI3, ADNI4",keep,,,,,121.0,9.0
,FNIH_PLASMA_PTAU_PROJECT,,PTAU_181,PT181_PL,,<class 'numpy.float64'>,None,"98.6, 2.64",130.0,0.0,"ADNI3, ADNI4",keep,predittore,,,,121.0,9.0
,FNIH_PLASMA_PTAU_PROJECT,,,VISIT_MONTH,,<class 'numpy.int64'>,"0, 13, 12, 16, 10, 18","18.0, 0.0",130.0,0.0,"ADNI3, ADNI4",keep,,,,,121.0,9.0
,FNIH_PLASMA_PTAU_PROJECT,,,METHOD,,<class 'str'>,"simoa, lumipulse",None,130.0,0.0,"ADNI3, ADNI4",keep,,,,,121.0,9.0
,FNIH_PLASMA_PTAU_PROJECT,,,Tpositive,,<class 'numpy.int64'>,0,"0.0, 0.0",130.0,0.0,"ADNI3, ADNI4",keep,,,,,121.0,9.0
,CSFALPHASYN,,RID,RID,,<class 'numpy.int64'>,None,"1423.0, 3.0",389.0,0.0,pop not found,keep,,,,,389.0,0.0
,CSFALPHASYN,,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-09-12, 2005-11-22, 2005-09-07, 2005-09-19, 2005-11-10",None,389.0,0.0,pop not found,keep,,,,,389.0,0.0
,CSFALPHASYN,,PROTOCOL,COHORT,,<class 'str'>,ADNI 1,None,389.0,0.0,pop not found,keep,,,,,389.0,0.0
,CSFALPHASYN,,ALPHA_SYN,ALPHA_SYN,luminex,<class 'numpy.float64'>,None,"12.24, 0.1",389.0,0.0,pop not found,keep,predittore,,,,389.0,0.0
,CSFALPHASYN,,,VISIT_MONTH,,<class 'numpy.int64'>,0,"0.0, 0.0",389.0,0.0,pop not found,keep,,,,,389.0,0.0
,CSFALPHASYN,,,METHOD,,<class 'str'>,luminex,None,389.0,0.0,pop not found,keep,,,,,389.0,0.0
,CSFALPHASYN,,,Npositive,,<class 'numpy.int64'>,"0, 1","1.0, 0.0",389.0,0.0,pop not found,keep,,,,,389.0,0.0
,BLENNOWCSFNFL,,RID,RID,,<class 'numpy.int64'>,None,"1423.0, 3.0",399.0,0.0,pop not found,keep,,,,,399.0,0.0
,BLENNOWCSFNFL,,VISCODE,VISCODE,,<class 'str'>,bl,None,399.0,0.0,pop not found,keep,,,,,399.0,0.0
,BLENNOWCSFNFL,,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-09-12, 2005-11-08, 2005-09-07, 2005-09-19, 2005-11-10",None,399.0,0.0,pop not found,keep,,,,,399.0,0.0
,BLENNOWCSFNFL,,CSFNFL,NFL_CSF,,<class 'numpy.int64'>,None,"12647.0, 405.0",399.0,0.0,pop not found,keep,predittore,,,,399.0,0.0
,BLENNOWCSFNFL,,COMMENTS,COMMENTS,,<class 'str'>,"nan, reddish CSF, samples received thawed",None,9.0,390.0,pop not found,drop,,,,,9.0,0.0
,BLENNOWCSFNFL,,,VISIT_MONTH,,<class 'numpy.int64'>,0,"0.0, 0.0",399.0,0.0,pop not found,keep,,,,,399.0,0.0
,BLENNOWCSFNFL,,,METHOD,,<class 'str'>,elisa,None,399.0,0.0,pop not found,keep,,,,,399.0,0.0
,BLENNOWCSFNFL,,,Npositive,,<class 'numpy.int64'>,1,"1.0, 1.0",399.0,0.0,pop not found,keep,,,,,399.0,0.0
,BLENNOWPLASMANFL,,RID,RID,,<class 'numpy.int64'>,None,"5296.0, 2.0",3709.0,0.0,pop not found,keep,,,,,1191.0,1033.0
,BLENNOWPLASMANFL,,VISCODE2,VISCODE,,<class 'str'>,"m60, m72, m84, m96, m108",None,3709.0,0.0,pop not found,keep,,,,,1191.0,1033.0
,BLENNOWPLASMANFL,,EXAMDATE,EXAMDATE,,<class 'str'>,"2010-09-22, 2011-09-19, 2012-09-26, 2013-09-09, 2010-09-27",None,3709.0,0.0,pop not found,keep,,,,,1191.0,1033.0
,BLENNOWPLASMANFL,,PLASMA_NFL,NFL_PL,,<class 'numpy.float64'>,None,"451.0, 6.4",3709.0,0.0,pop not found,keep,predittore,,,,1191.0,1033.0
,BLENNOWPLASMANFL,,,VISIT_MONTH,,<class 'numpy.int64'>,None,"96.0, 0.0",3709.0,0.0,pop not found,keep,,,,,1191.0,1033.0
,BLENNOWPLASMANFL,,,METHOD,,<class 'str'>,elisa,None,3709.0,0.0,pop not found,keep,,,,,1191.0,1033.0
,BLENNOWPLASMANFL,,,Npositive,,<class 'numpy.int64'>,0,"0.0, 0.0",3709.0,0.0,pop not found,keep,,,,,1191.0,1033.0
,BLENNOWPLASMATAU,,RID,RID,,<class 'numpy.int64'>,None,"1435.0, 2.0",575.0,0.0,pop not found,keep,,,,,575.0,0.0
,BLENNOWPLASMATAU,,VISCODE,VISCODE,,<class 'str'>,bl,None,575.0,0.0,pop not found,keep,,,,,575.0,0.0
,BLENNOWPLASMATAU,,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-09-08, 2005-09-12, 2005-11-08, 2005-09-07, 2005-11-29",None,575.0,0.0,pop not found,keep,,,,,575.0,0.0
,BLENNOWPLASMATAU,,PLASMATAU,TTAU_PL,,<class 'numpy.float64'>,None,"17.55, 0.08",575.0,0.0,pop not found,keep,predittore,,,,575.0,0.0
,BLENNOWPLASMATAU,,,VISIT_MONTH,,<class 'numpy.int64'>,0,"0.0, 0.0",575.0,0.0,pop not found,keep,,,,,575.0,0.0
,BLENNOWPLASMATAU,,,METHOD,,<class 'str'>,simoa,None,575.0,0.0,pop not found,keep,,,,,575.0,0.0
,BLENNOWPLASMATAU,,,Tpositive,,<class 'numpy.int64'>,0,"0.0, 0.0",575.0,0.0,pop not found,keep,,,,,575.0,0.0
,C2N_PRECIVITYAD2_PLASMA,Cohort,PHASE,COHORT,,<class 'str'>,ADNI4,None,676.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,620.0,56.0
,C2N_PRECIVITYAD2_PLASMA,,RID,RID,,<class 'numpy.int64'>,None,"10470.0, 21.0",676.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,620.0,56.0
,C2N_PRECIVITYAD2_PLASMA,,VISCODE2,VISCODE,,<class 'str'>,"m216, m210, m204, m222, m162",None,676.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,620.0,56.0
,C2N_PRECIVITYAD2_PLASMA,,EXAMDATE,EXAMDATE,,<class 'str'>,"2024-04-01, 2023-11-29, 2023-10-23, 2024-01-10, 2025-01-23",None,676.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,620.0,56.0
,C2N_PRECIVITYAD2_PLASMA,,pT217_C2N,PT217_PL,,<class 'numpy.float64'>,None,"19.358, 0.65",673.0,3.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,,,,618.0,55.0
,C2N_PRECIVITYAD2_PLASMA,,npT217_C2N,nPT217_PL,,<class 'numpy.float64'>,None,"186.402, 13.651",672.0,4.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,,,,618.0,54.0
,C2N_PRECIVITYAD2_PLASMA,,AB42_C2N,AB42_PL,,<class 'numpy.float64'>,None,"108.247, 15.261",668.0,8.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,,,,615.0,53.0
,C2N_PRECIVITYAD2_PLASMA,,AB40_C2N,AB40_PL,,<class 'numpy.float64'>,None,"1072.476, 98.146",668.0,8.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,,,,615.0,53.0
,C2N_PRECIVITYAD2_PLASMA,,AB42_AB40_C2N,AB4240_PL,,<class 'numpy.float64'>,None,"0.694, 0.072",668.0,8.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,intervallo,,,615.0,53.0
,C2N_PRECIVITYAD2_PLASMA,,pT217_npT217_C2N,PT217_nPT217_PL,,<class 'numpy.float64'>,None,"27.76, 0.55",672.0,4.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,intervallo,,,618.0,54.0
,C2N_PRECIVITYAD2_PLASMA,,APOE_C2N,APOE,,<class 'str'>,"E3/E3, E3/E4, E2/E3, E4/E4, E2/E4, E2/E2, nan",None,675.0,1.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,,,,619.0,56.0
,C2N_PRECIVITYAD2_PLASMA,,Comments,COMMENTS,,<class 'str'>,"nan, p-tau217 LOD, Sample Corrected for Dilution p-tau, p-tau217 LOD; Contaminant present Abeta, p-tau217 LOD; Sample Corrected for Dilution p-tau",None,439.0,237.0,"ADNI1, ADNIGO, ADNI2, ADNI3",drop,,,,,420.0,19.0
,C2N_PRECIVITYAD2_PLASMA,,,VISIT_MONTH,,<class 'numpy.int64'>,"0, 12, 11, 13, 15","15.0, 0.0",676.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,620.0,56.0
,C2N_PRECIVITYAD2_PLASMA,,,METHOD,,<class 'str'>,massospectrometry,None,676.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,620.0,56.0
,C2N_PRECIVITYAD2_PLASMA,,,Apositive,,<class 'numpy.float64'>,"1.0, nan, 0.0","1.0, 0.0",668.0,8.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,615.0,53.0
,C2N_PRECIVITYAD2_PLASMA,,,Tpositive,,<class 'numpy.float64'>,"0.0, nan","0.0, 0.0",673.0,3.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,618.0,55.0
,UGOTPTAU181,,RID,RID,,,,,,,,keep,,,,,,
,UGOTPTAU181,,VISCODE2,VISCODE,,,,,,,,keep,,,,,,
,UGOTPTAU181,,EXAMDATE,EXAMDATE,,,,,,,,keep,,,,,,
,UGOTPTAU181,,PLASMAPTAU181,PT181_PL,,,,,,,,keep,predittore,,,,,
,UGOTPTAU181,,,VISIT_MONTH,,,,,,,,keep,,,,,,
,UGOTPTAU181,,,METHOD,,,,,,,,keep,,,,,,
,UGOTPTAU181,,,Tpositive,,,,,,,,keep,,,,,,
,UPENNPLASMA,,RID,RID,,,,,,,,keep,,,,,,
,UPENNPLASMA,,VISCODE,VISCODE,,,,,,,,keep,,,,,,
,UPENNPLASMA,,AB40,AB40_PL,,,,,,,,keep,predittore,,,,,
,UPENNPLASMA,,AB42,AB42_PL,,,,,,,,keep,predittore,,,,,
,UPENNPLASMA,,,VISIT_MONTH,,,,,,,,keep,,,,,,
,UPENNPLASMA,,,METHOD,,,,,,,,keep,,,,,,
,UPENNPLASMA,,,Apositive,,,,,,,,keep,,,,,,
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,RID,RID,,<class 'numpy.int64'>,None,"10470.0, 2.0",1728.0,0.0,pop not found,keep,,,,,1303.0,386.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-09-08, 2005-09-19, 2015-10-29, 2005-11-10, 2007-11-07",None,1728.0,0.0,pop not found,keep,,,,,1303.0,386.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,VISIT_MONTH,,<class 'numpy.int64'>,None,"227.0, 0.0",1728.0,0.0,pop not found,keep,,,,,1303.0,386.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,PHASE,,<class 'str'>,"ADNI1, ADNI2, ADNI4, ADNI3, ADNIGO",None,1728.0,0.0,pop not found,keep,,,,,1303.0,386.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,PTID,,<class 'str'>,"011_S_0002, 011_S_0008, 011_S_0010, 100_S_0015, 011_S_0022",None,1728.0,0.0,pop not found,keep,,,,,1303.0,386.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,VISCODE2,,<class 'str'>,"bl, m120, m24, m48, m96",None,1726.0,2.0,pop not found,keep,,,,,1301.0,386.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,Primary,,<class 'str'>,BLD,None,1728.0,0.0,pop not found,keep,,,,,1303.0,386.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,Additive,,<class 'str'>,EDT,None,1728.0,0.0,pop not found,keep,,,,,1303.0,386.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,pT217_F,,<class 'numpy.float64'>,None,"5.555, 0.03",1728.0,0.0,pop not found,keep,,,,,1303.0,386.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,AB42_F,,<class 'numpy.float64'>,None,"1000.0, 2.25",1722.0,6.0,pop not found,keep,,,,,1303.0,380.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,AB40_F,,<class 'numpy.float64'>,None,"5000.0, 26.89",1723.0,5.0,pop not found,keep,,,,,1303.0,381.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,AB42_AB40_F,,<class 'numpy.float64'>,None,"0.6631, 0.0098",1722.0,6.0,pop not found,keep,,,,,1303.0,380.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,pT217_AB42_F,,<class 'numpy.float64'>,None,"0.215060008, 0.00074",1722.0,6.0,pop not found,keep,,,,,1303.0,380.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,NfL_Q,,<class 'numpy.float64'>,None,"278.0, -5.0",1728.0,0.0,pop not found,keep,,,,,1303.0,386.0
,UPENN_PLASMA_FUJIREBIO_QUANTERIX,,,GFAP_Q,,<class 'numpy.float64'>,None,"1783.0, -5.0",1728.0,0.0,pop not found,keep,,,,,1303.0,386.0
,UCBERKELEY_TAU_6MM,,RID,RID,,,,,,,,keep,,,,,,
,UCBERKELEY_TAU_6MM,,VISCODE2,VISCODE,,,,,,,,keep,,,,,,
,UCBERKELEY_TAU_6MM,,TRACER_SUVR_WARNING,WARNING,,,,,,,,keep,,,,,,
,UCBERKELEY_TAU_6MM,,CTX_ENTORHINAL_SUVR,ENTORHINAL_SUVR,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,CSF_SUVR,CSF_SUVR,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,CTX_FUSIFORM_SUVR,FUSIFORM_SUVR,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,CTX_INFERIORPARIETAL_SUVR,INFERIORPARIETAL_SUVR,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,CTX_INFERIORTEMPORAL_SUVR,INFERIOR_TEMPORAL_SUVR,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,CTX_LATERALOCCIPITAL_SUVR,LATERALOCCIPITAL_SUVR,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,CTX_MIDDLETEMPORAL_SUVR,MIDDLETEMPORAL_SUVR,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,CTX_PARAHIPPOCAMPAL_SUVR,PARAHIPPOCAMPAL_SUVR,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,CTX_PRECUNEUS_SUVR,PRECUNEUS_SUVR,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,,VISIT_MONTH,,,,,,,,keep,,,,,,
,UCBERKELEY_TAU_6MM,,,METHOD,,,,,,,,keep,,,,,,
,UCBERKELEY_TAU_6MM,,,CTX_ENTORHINAL_VOLUME,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,,CSF_VOLUME,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,,CTX_FUSIFORM_VOLUME,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,,CTX_INFERIORPARIETAL_VOLUME,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,,CTX_INFERIORTEMPORAL_VOLUME,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,,CTX_LATERALOCCIPITAL_VOLUME,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,,CTX_MIDDLETEMPORAL_VOLUME,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,,CTX_PARAHIPPOCAMPAL_VOLUME,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,,CTX_PRECUNEUS_VOLUME,,,,,,,,keep,predittore,,,,,
,UCBERKELEY_TAU_6MM,,,TAU_METAROI,,,,,,,,keep,predittore,intervallo,,,,
,UCBERKELEY_TAU_6MM,,,Apositive,,,,,,,,keep,,,,,,
,UCBERKELEY_TAU_6MM,,,Tpositive,,,,,,,,keep,,,,,,
,UCBERKELEY_AMY_6MM,,RID,RID,,<class 'numpy.int64'>,None,"10875.0, 21.0",2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,CTX_ENTORHINAL_VOLUME,,<class 'numpy.float64'>,None,"5946.0, 746.0",2224.0,91.0,pop not found,keep,predittore,,,,1311.0,523.0
,UCBERKELEY_AMY_6MM,,,CTX_INFERIORTEMPORAL_VOLUME,,<class 'numpy.float64'>,None,"31454.0, 9660.0",2224.0,91.0,pop not found,keep,predittore,,,,1311.0,523.0
,UCBERKELEY_AMY_6MM,,,Apositive,,<class 'numpy.float64'>,"1.0, 0.0, nan","1.0, 0.0",2224.0,91.0,pop not found,keep,,,,,1311.0,523.0
,UCBERKELEY_AMY_6MM,,,Tpositive,,<class 'numpy.float64'>,"1.0, 0.0, nan","1.0, 0.0",2224.0,91.0,pop not found,keep,,,,,1311.0,523.0
,UCBERKELEY_AMY_6MM,,,LONIUID,,<class 'numpy.int64'>,None,"11432364.0, 513671.0",2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,PTID,,<class 'str'>,"011_S_0021, 023_S_0031, 067_S_0056, 067_S_0059, 100_S_0069",None,2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,VISCODE2,,<class 'str'>,"m144, m150, m162, m156, m168",None,2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,SCANDATE,,<class 'str'>,"2018-02-02, 2018-04-24, 2019-04-23, 2018-02-20, 2019-01-10",None,2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,SITEID,,<class 'numpy.int64'>,None,"941.0, 2.0",2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,PROCESSDATE,,<class 'str'>,"2022-09-02, 2024-08-02, 2025-07-02, 2024-02-15, 2024-08-22",None,2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,IMAGE_RESOLUTION,,<class 'str'>,"6mm, 8mm",None,2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,qc_flag,,<class 'numpy.int64'>,"2, -1, 1, 0","2.0, -1.0",2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,TRACER,,<class 'str'>,"FTP, MK6240, PI2620",None,2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,TRACER_SUVR_WARNING,,<class 'str'>,DO NOT COMPARE SUVRs ACROSS TRACERS,None,2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,CTX_ENTORHINAL_SUVR,,<class 'numpy.float64'>,None,"3.398, 0.674",2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,ERODED_SUBCORTICALWM_SUVR,,<class 'numpy.float64'>,None,"1.943, 0.455",2315.0,0.0,pop not found,keep,,,,,1346.0,547.0
,UCBERKELEY_AMY_6MM,,,ERODED_SUBCORTICALWM_VOLUME,,<class 'numpy.float64'>,None,"424418.0, 55673.0",2224.0,91.0,pop not found,keep,,,,,1311.0,523.0
,UCBERKELEY_AMY_6MM,,,BRAINSTEM_SUVR,,<class 'numpy.float64'>,None,"1.562, 0.46",2224.0,91.0,pop not found,keep,,,,,1311.0,523.0
,UCBERKELEY_AMY_6MM,,,BRAINSTEM_VOLUME,,<class 'numpy.float64'>,None,"31388.0, 13764.0",2224.0,91.0,pop not found,keep,,,,,1311.0,523.0
,UCBERKELEY_AMY_6MM,,,CC_ANTERIOR_SUVR,,<class 'numpy.float64'>,None,"1.376, 0.445",2224.0,91.0,pop not found,keep,,,,,1311.0,523.0
,UCBERKELEY_AMY_6MM,,,CC_ANTERIOR_VOLUME,,<class 'numpy.float64'>,None,"1763.0, 67.0",2224.0,91.0,pop not found,keep,,,,,1311.0,523.0
,UCBERKELEY_AMY_6MM,,,CC_CENTRAL_SUVR,,<class 'numpy.float64'>,None,"1.581, 0.429",2224.0,91.0,pop not found,keep,,,,,1311.0,523.0
,UCBERKELEY_AMY_6MM,,,CC_CENTRAL_VOLUME,,<class 'numpy.float64'>,None,"1380.0, 233.0",2224.0,91.0,pop not found,keep,,,,,1311.0,523.0
